,City,Country,Lat,Lng,Max Temp (F),Cloudiness (%),Humidity (%),Wind Speed (mph),Data Retrieved Time
262,Yar-Sale,RU,66.83,70.83,68.96,26,56,18.3,02:29:15 Jul/31/2019 (Wed)
263,Kamenka,MD,48.03,28.7,75,0,71,4,02:33:19 Jul/31/2019 (Wed)
264,Cabo San Lucas,MX,22.89,-109.91,87.8,5,40,5.82,02:29:44 Jul/31/2019 (Wed)
265,Mazyr,BY,52.05,29.27,57.8,35,81,9.55,02:33:19 Jul/31/2019 (Wed)
266,Hualmay,PE,-11.1,-77.61,59.42,49,86,10.56,02:33:19 Jul/31/2019 (Wed)
267,Kurayoshi,JP,35.43,133.83,93.2,20,74,8.05,02:33:19 Jul/31/2019 (Wed)
268,Yayva,RU,59.33,57.26,54,74,72,1.01,02:33:19 Jul/31/2019 (Wed)
269,Aripuana,BR,-9.17,-60.63,72.56,14,68,1.99,02:33:19 Jul/31/2019 (Wed)
270,Ubon Ratchathani,TH,15.23,104.86,80.6,90,94,8.05,02:33:20 Jul/31/2019 (Wed)
271,Monywa,MM,22.12,95.13,77.24,100,88,5.19,02:33:20 Jul/31/2019 (Wed)
272,Lethem,GY,3.38,-59.8,75.98,63,85,2.06,02:33:20 Jul/31/2019 (Wed)
273,Nalut,LY,31.86,10.98,74.54,0,64,10.69,02:33:20 Jul/31/2019 (Wed)
274,Sitka,US,37.17,-99.65,80.84,40,39,14.85,02:29:34 Jul/31/2019 (Wed)
275,Naze,NG,5.43,7.07,72.92,100,96,4.05,02:29:21 Jul/31/2019 (Wed)
276,Abu Samrah,SY,35.3,37.18,86.42,0,27,8.52,02:29:14 Jul/31/2019 (Wed)
277,Saint George,GR,39.45,22.34,84.2,20,57,3.33,02:29:19 Jul/31/2019 (Wed)
278,Soure,PT,40.06,-8.63,60.01,0,93,3.36,02:33:20 Jul/31/2019 (Wed)
279,Price,US,39.6,-110.81,75.2,1,27,5.82,02:30:58 Jul/31/2019 (Wed)
280,Shache,CN,38.42,77.24,97.04,1,15,10.89,02:33:21 Jul/31/2019 (Wed)
281,San Quintin,PH,17.54,120.52,86.06,84,67,6.06,02:29:49 Jul/31/2019 (Wed)
282,Semirom,IR,31.41,51.57,79.58,0,15,3.02,02:33:21 Jul/31/2019 (Wed)
283,Lata,IN,30.78,78.62,48.62,100,98,4.27,02:29:49 Jul/31/2019 (Wed)
284,Jojoima,SL,7.88,-10.79,71.48,100,99,1.54,02:33:21 Jul/31/2019 (Wed)
285,Bismarck,US,46.81,-100.78,66.2,40,93,11.41,02:32:08 Jul/31/2019 (Wed)
286,Aborlan,PH,9.44,118.55,87.8,75,70,13.87,02:33:21 Jul/31/2019 (Wed)
287,Saint-Augustin,CA,45.63,-73.98,75.2,75,100,3.36,02:30:31 Jul/31/2019 (Wed)
288,Macomb,US,40.46,-90.67,63,1,87,3.36,02:32:51 Jul/31/2019 (Wed)
289,Red Bluff,US,40.18,-122.24,78.8,1,57,3.36,02:33:22 Jul/31/2019 (Wed)
290,Goundam,ML,16.42,-3.66,85.52,84,56,18.34,02:33:22 Jul/31/2019 (Wed)
291,Provideniya,RU,64.42,-173.23,51.8,90,93,11.18,02:29:31 Jul/31/2019 (Wed)
292,Simav,TR,39.09,28.98,77,0,50,8.05,02:31:46 Jul/31/2019 (Wed)
293,Cidreira,BR,-30.17,-50.22,52.76,0,93,3.74,02:29:23 Jul/31/2019 (Wed)
294,Bunia,CD,1.56,30.25,66.8,99,92,2.48,02:33:22 Jul/31/2019 (Wed)
295,Vaitape,PF,-16.52,-151.75,78.5,0,79,22.77,02:33:22 Jul/31/2019 (Wed)
296,Noumea,NC,-22.28,166.46,68,90,68,5.82,02:27:42 Jul/31/2019 (Wed)
297,Sao Benedito do Rio Preto,BR,-3.33,-43.53,71.12,85,99,2.93,02:33:22 Jul/31/2019 (Wed)
298,Hervey Bay,AU,-25.3,152.85,69.01,75,68,12.75,02:33:23 Jul/31/2019 (Wed)
299,Znamenskoye,RU,57.13,73.82,68.06,30,51,5.06,02:33:23 Jul/31/2019 (Wed)
300,Kenai,US,60.55,-151.26,62.6,1,87,12.75,02:30:00 Jul/31/2019 (Wed)
301,Najran,SA,17.54,44.22,89.6,0,24,9.17,02:33:23 Jul/31/2019 (Wed)
302,Grand-Santi,GF,4.27,-54.38,71.66,88,96,1.63,02:33:23 Jul/31/2019 (Wed)
303,Vardo,US,39.62,-77.74,72,1,83,3.36,02:30:18 Jul/31/2019 (Wed)
304,Antofagasta,CL,-23.65,-70.4,57.2,90,71,19.46,02:33:01 Jul/31/2019 (Wed)
305,Oussouye,SN,12.49,-16.54,80.6,40,88,4.7,02:29:50 Jul/31/2019 (Wed)
306,Tsumeb,NA,-19.25,17.72,50,0,25,3.36,02:33:23 Jul/31/2019 (Wed)
307,Chokurdakh,RU,70.62,147.9,49.88,90,59,3.8,02:29:35 Jul/31/2019 (Wed)
308,Muros,ES,42.77,-9.06,60.01,20,81,2.24,02:33:24 Jul/31/2019 (Wed)
309,Leshukonskoye,RU,64.9,45.76,50.24,100,97,6.82,02:29:33 Jul/31/2019 (Wed)
310,Winnemucca,US,40.97,-117.74,66.2,1,19,1.3,02:29:31 Jul/31/2019 (Wed)
311,Palmas,BR,-10.18,-48.33,71.6,0,64,4.7,02:33:24 Jul/31/2019 (Wed)
312,Westport,US,41.14,-73.36,79,1,83,3.36,02:29:48 Jul/31/2019 (Wed)
313,Longyearbyen,NO,78.22,15.63,46.4,75,81,5.82,02:29:24 Jul/31/2019 (Wed)
314,Sinnamary,GF,5.38,-52.96,80.48,50,78,8.72,02:33:24 Jul/31/2019 (Wed)
315,Umm Lajj,SA,25.02,37.27,86.78,3,57,9.42,02:33:24 Jul/31/2019 (Wed)
316,Veinticinco de Mayo,AR,-27.38,-54.75,52,80,95,2.8,02:33:24 Jul/31/2019 (Wed)
317,Beloha,MG,-25.17,45.06,75.44,0,43,6.24,02:33:25 Jul/31/2019 (Wed)
318,Nancha,CN,47.14,129.26,83.9,0,37,13.98,02:33:25 Jul/31/2019 (Wed)
319,Dingle,PH,11,122.67,84.26,100,78,12.44,02:29:57 Jul/31/2019 (Wed)
320,Atasu,KZ,48.68,71.64,91.82,0,18,8.5,02:33:25 Jul/31/2019 (Wed)
321,Hun,BE,50.34,4.87,62.6,40,82,11.41,02:33:25 Jul/31/2019 (Wed)
322,San Patricio,PY,-26.98,-56.83,56,1,97,4.32,02:29:33 Jul/31/2019 (Wed)
323,Lensk,RU,60.71,114.91,72.2,79,40,4.05,02:33:25 Jul/31/2019 (Wed)
324,Bilma,NE,18.69,12.92,90.92,3,31,10.89,02:30:27 Jul/31/2019 (Wed)
325,Kasempa,ZM,-13.46,25.83,56,3,33,3.02,02:33:25 Jul/31/2019 (Wed)
326,Ormara,PK,25.21,64.64,89.66,59,54,15.12,02:33:26 Jul/31/2019 (Wed)
327,Matara,BI,-3.48,29.48,59.24,79,47,2.93,02:33:26 Jul/31/2019 (Wed)
328,Imbituba,BR,-28.24,-48.67,62.6,0,82,2.24,02:33:26 Jul/31/2019 (Wed)
329,Yerofey Pavlovich,RU,53.97,121.97,76.88,100,43,8.75,02:33:26 Jul/31/2019 (Wed)
330,Kargasok,RU,59.06,80.87,73.64,4,42,8.16,02:33:26 Jul/31/2019 (Wed)
331,Lusambo,CD,-4.97,23.44,69.32,78,28,1.9,02:33:26 Jul/31/2019 (Wed)
332,Deputatskiy,RU,69.3,139.9,43.94,100,74,5.32,02:33:26 Jul/31/2019 (Wed)
333,Manzhouli,CN,49.6,117.43,76.7,34,44,12.06,02:33:27 Jul/31/2019 (Wed)
334,Revelstoke,CA,50.99,-118.19,64.4,1,77,2.17,02:33:27 Jul/31/2019 (Wed)
335,Margate,AU,-43.03,147.26,54,20,54,5.82,02:33:27 Jul/31/2019 (Wed)
336,Baykit,RU,61.68,96.39,75.98,98,40,5.14,02:33:27 Jul/31/2019 (Wed)
337,Murmashi,RU,68.82,32.82,42.8,90,87,8.95,02:33:27 Jul/31/2019 (Wed)
338,Ler,NO,63.2,10.3,63,0,54,21.92,02:33:27 Jul/31/2019 (Wed)
339,Zelenoborsk,RU,61.47,64.05,61.4,40,48,9.15,02:33:28 Jul/31/2019 (Wed)
340,Cayenne,GF,4.94,-52.33,75.2,0,94,1.57,02:30:04 Jul/31/2019 (Wed)
341,Mehamn,NO,71.03,27.85,50,40,87,12.75,02:29:32 Jul/31/2019 (Wed)
342,Port Huron,US,42.98,-82.44,66.2,75,82,12.75,02:33:28 Jul/31/2019 (Wed)
343,Kez,RU,57.9,53.72,48.8,99,93,5.93,02:33:28 Jul/31/2019 (Wed)
344,Kriel,ZA,-26.26,29.26,51.01,0,44,4.74,02:33:28 Jul/31/2019 (Wed)
345,Along,IN,28.17,94.8,66.8,93,96,6.11,02:33:28 Jul/31/2019 (Wed)
346,Alyangula,AU,-13.85,136.42,82.4,27,48,9.17,02:33:28 Jul/31/2019 (Wed)
347,Oranjemund,ZA,-28.55,16.43,55.46,0,80,11.77,02:33:29 Jul/31/2019 (Wed)
348,Ilulissat,GL,69.22,-51.1,60.8,53,36,25.28,02:29:56 Jul/31/2019 (Wed)
349,Mount Isa,AU,-20.73,139.49,80.6,100,19,10.29,02:29:37 Jul/31/2019 (Wed)
350,Kurchum,KZ,48.57,83.65,74,0,51,12.06,02:33:29 Jul/31/2019 (Wed)
351,Pangnirtung,CA,66.15,-65.72,45.2,12,65,0.89,02:29:59 Jul/31/2019 (Wed)
352,Yulara,AU,-25.24,130.99,73.4,0,27,16.11,02:29:27 Jul/31/2019 (Wed)
353,Abu Kamal,SY,34.45,40.92,92.18,0,22,11.3,02:33:29 Jul/31/2019 (Wed)
354,Trairi,BR,-3.28,-39.27,70.58,66,92,6.26,02:29:40 Jul/31/2019 (Wed)
355,Ambovombe,MG,-25.18,46.09,71.48,0,76,8.52,02:33:30 Jul/31/2019 (Wed)
356,Zyryanka,RU,65.73,150.89,54.38,85,51,6.82,02:33:30 Jul/31/2019 (Wed)
357,Carmo,BR,-21.93,-42.61,59.24,33,93,1.74,02:33:30 Jul/31/2019 (Wed)
358,Poum,MK,41.28,20.71,69.8,0,73,3.36,02:29:17 Jul/31/2019 (Wed)
359,Namibe,AO,-15.19,12.15,64.64,0,78,6.71,02:33:30 Jul/31/2019 (Wed)
360,Lagoa Vermelha,BR,-28.21,-51.53,51.5,62,99,0.27,02:33:30 Jul/31/2019 (Wed)
361,Mahajanga,MG,-15.72,46.32,86,20,48,13.87,02:31:04 Jul/31/2019 (Wed)
362,Tessalit,ML,20.2,1.01,86.42,77,44,4.99,02:29:44 Jul/31/2019 (Wed)
363,Athol,US,42.6,-72.23,75.99,1,88,3.78,02:33:30 Jul/31/2019 (Wed)
364,Malanje,AO,-9.54,16.35,56.18,0,78,3.22,02:33:31 Jul/31/2019 (Wed)
365,Lima,PE,-12.06,-77.04,59,90,82,6.93,02:29:42 Jul/31/2019 (Wed)
366,Tiksi,RU,71.64,128.87,39.62,99,89,5.82,02:29:47 Jul/31/2019 (Wed)
367,Haines Junction,CA,60.75,-137.51,49.88,100,82,3.44,02:30:06 Jul/31/2019 (Wed)
368,Tubmanburg,LR,6.87,-10.82,72.2,100,98,2.42,02:33:31 Jul/31/2019 (Wed)
369,Nabire,ID,-3.36,135.5,76.34,100,75,7.49,02:29:20 Jul/31/2019 (Wed)
370,Egvekinot,RU,66.32,-179.17,48.44,62,53,18.37,02:33:31 Jul/31/2019 (Wed)
371,Hasaki,JP,35.73,140.83,97,75,66,4.7,02:29:11 Jul/31/2019 (Wed)
372,Erdenet,MN,49.03,104.04,70.94,92,54,4.79,02:29:47 Jul/31/2019 (Wed)
373,Eureka,US,40.8,-124.16,57,1,93,10.02,02:30:38 Jul/31/2019 (Wed)
374,Rocha,UY,-34.48,-54.34,47.72,18,83,6.33,02:33:31 Jul/31/2019 (Wed)
375,Havoysund,NO,71,24.66,46.4,75,87,16.11,02:33:32 Jul/31/2019 (Wed)
376,Makaha,US,21.47,-158.22,82.4,40,73,6.93,02:33:32 Jul/31/2019 (Wed)
377,Altay,CN,47.83,88.13,71.48,0,41,7.07,02:33:32 Jul/31/2019 (Wed)
378,Kavieng,PG,-2.57,150.8,82.64,100,72,5.73,02:29:48 Jul/31/2019 (Wed)
379,Salalah,OM,17.01,54.1,77,90,100,10.29,02:29:32 Jul/31/2019 (Wed)
380,Yako,BF,12.96,-2.26,78.14,40,77,8.68,02:33:32 Jul/31/2019 (Wed)
381,Panaba,MX,21.28,-88.27,79.76,15,85,7.05,02:33:32 Jul/31/2019 (Wed)
382,Fianarantsoa,MG,-21.45,47.09,61.22,91,84,7,02:33:33 Jul/31/2019 (Wed)
383,Manadhoo,MV,5.77,73.38,82.82,39,67,5.21,02:33:33 Jul/31/2019 (Wed)
384,Ancud,CL,-41.87,-73.83,44.6,0,81,9.17,02:29:36 Jul/31/2019 (Wed)
385,Peace River,CA,56.23,-117.29,57,40,93,4.7,02:33:33 Jul/31/2019 (Wed)
386,Qaqortoq,GL,60.72,-46.03,51.8,16,71,3.36,02:33:33 Jul/31/2019 (Wed)
387,Sompeta,IN,18.93,84.6,89.66,65,54,7.47,02:33:33 Jul/31/2019 (Wed)
388,Bonfim,GY,3.36,-59.84,75.98,63,85,2.06,02:33:33 Jul/31/2019 (Wed)
389,Coshocton,US,40.27,-81.86,68,40,93,1.74,02:33:34 Jul/31/2019 (Wed)
390,Shelburne,CA,44.08,-80.2,68,40,68,4.7,02:33:34 Jul/31/2019 (Wed)
391,Katsuura,JP,33.93,134.5,91.4,20,74,5.82,02:29:41 Jul/31/2019 (Wed)
392,Kloulklubed,PW,7.04,134.26,84.2,90,74,18.34,02:30:39 Jul/31/2019 (Wed)
393,Xinzhi,TW,22.54,120.62,93.2,75,59,8.05,02:33:34 Jul/31/2019 (Wed)
394,Dombarovskiy,RU,50.76,59.54,77.42,80,37,11.12,02:33:34 Jul/31/2019 (Wed)
395,Cururupu,BR,-1.82,-44.87,72.2,72,99,2.3,02:33:34 Jul/31/2019 (Wed)
396,Saldanha,PT,41.42,-6.55,56.72,97,70,5.35,02:29:50 Jul/31/2019 (Wed)
397,Inhapim,BR,-19.55,-42.12,57.8,0,95,0.58,02:33:34 Jul/31/2019 (Wed)
398,Leh,IN,34.16,77.58,56.9,17,39,5.41,02:30:38 Jul/31/2019 (Wed)
399,Mount Gambier,AU,-37.83,140.78,48.2,100,93,5.82,02:30:17 Jul/31/2019 (Wed)
400,Alanya,TR,36.55,32,84.2,0,66,2.24,02:33:35 Jul/31/2019 (Wed)
401,Williamsburg,US,37.27,-76.71,79,1,74,5.77,02:30:47 Jul/31/2019 (Wed)
402,Porto Novo,BR,-23.68,-45.44,71.84,19,75,4.52,02:30:00 Jul/31/2019 (Wed)
403,Faya,SA,18.39,42.45,80.6,5,29,10.29,02:33:35 Jul/31/2019 (Wed)
404,Kudahuvadhoo,MV,2.67,72.89,82.64,57,63,4.38,02:33:35 Jul/31/2019 (Wed)
405,Bonnyville,CA,54.27,-110.74,57.2,20,93,5.82,02:33:35 Jul/31/2019 (Wed)
406,Zarubino,RU,42.65,131.06,88.76,74,46,6.91,02:33:35 Jul/31/2019 (Wed)
407,Hokitika,NZ,-42.72,170.96,46.64,0,56,6.87,02:33:36 Jul/31/2019 (Wed)
408,Kurtalan,TR,37.93,41.7,87.8,0,23,2.24,02:33:36 Jul/31/2019 (Wed)
409,Bima,ID,-8.45,118.73,87.68,5,34,8.41,02:33:36 Jul/31/2019 (Wed)
410,Mogzon,RU,51.74,111.97,70.22,100,73,7.87,02:33:36 Jul/31/2019 (Wed)
411,Kiunga,PG,-6.12,141.3,77.78,87,94,2.08,02:29:36 Jul/31/2019 (Wed)
412,Vila Franca do Campo,PT,37.72,-25.43,71.6,75,94,12.75,02:33:36 Jul/31/2019 (Wed)
413,Varnamo,SE,57.19,14.04,55.99,0,87,8.05,02:33:36 Jul/31/2019 (Wed)
414,Qarayeri,AZ,40.79,46.31,84.2,20,62,11.41,02:33:36 Jul/31/2019 (Wed)
415,Nyurba,RU,63.29,118.35,69.86,100,38,4.32,02:29:55 Jul/31/2019 (Wed)
416,Coffeyville,US,37.04,-95.62,75,1,78,5.82,02:33:37 Jul/31/2019 (Wed)
417,Chinhoyi,ZW,-17.36,30.19,59.42,22,46,6.78,02:33:37 Jul/31/2019 (Wed)
418,Cuiaba,BR,-15.6,-56.1,71.6,0,60,4.7,02:28:50 Jul/31/2019 (Wed)
419,Carutapera,BR,-1.2,-46.02,75.98,73,94,4.83,02:33:37 Jul/31/2019 (Wed)
420,Nelson Bay,AU,-32.72,152.14,60.8,40,72,13.87,02:33:37 Jul/31/2019 (Wed)
421,Taylorville,US,39.55,-89.29,69.01,1,93,3.36,02:30:11 Jul/31/2019 (Wed)
422,Florianopolis,BR,-27.6,-48.55,62.6,0,82,2.24,02:33:37 Jul/31/2019 (Wed)
423,Tingi,TZ,-11.3,35.03,66.8,50,60,6.02,02:33:37 Jul/31/2019 (Wed)
424,Koumac,NC,-20.56,164.28,69.5,0,73,23.78,02:33:38 Jul/31/2019 (Wed)
425,Sidi Ali,DZ,36.1,0.42,75.62,88,87,17.52,02:33:38 Jul/31/2019 (Wed)
426,Merauke,ID,-8.49,140.4,76.88,39,82,23.73,02:33:38 Jul/31/2019 (Wed)
427,Novo Aripuana,BR,-5.12,-60.38,73.82,34,72,1.79,02:33:38 Jul/31/2019 (Wed)
428,Ust-Tsilma,RU,65.44,52.15,52.58,100,98,6.35,02:33:38 Jul/31/2019 (Wed)
429,Bargi,IN,22.99,79.88,78.8,90,88,13.87,02:33:38 Jul/31/2019 (Wed)
430,Arlington,US,32.74,-97.11,84.99,1,65,4.7,02:31:09 Jul/31/2019 (Wed)
431,Mount Pleasant,US,33.16,-94.97,77,1,88,3.36,02:33:17 Jul/31/2019 (Wed)
432,Pisco,PE,-13.71,-76.2,60.8,90,77,16.44,02:30:34 Jul/31/2019 (Wed)
433,Prestea,GH,5.43,-2.14,71.84,100,94,3.8,02:33:39 Jul/31/2019 (Wed)
434,Bereda,ES,43.27,-7.54,55.99,0,100,3.36,02:33:39 Jul/31/2019 (Wed)
435,Paamiut,GL,61.99,-49.67,38.54,69,93,18.32,02:33:39 Jul/31/2019 (Wed)
436,Marrakesh,MA,31.63,-7.99,64.4,0,63,6.93,02:29:44 Jul/31/2019 (Wed)
437,Bubaque,GW,11.28,-15.83,79.04,62,85,15.21,02:29:31 Jul/31/2019 (Wed)
438,Guanare,VE,9.04,-69.74,71.66,99,96,1.77,02:33:39 Jul/31/2019 (Wed)
439,Montepuez,MZ,-13.13,39,74.72,60,52,3.47,02:33:40 Jul/31/2019 (Wed)
440,Taoudenni,ML,22.68,-3.98,89.3,0,15,5.7,02:29:12 Jul/31/2019 (Wed)
441,Vao,EE,59.1,26.19,51.86,100,86,12.08,02:33:40 Jul/31/2019 (Wed)
442,Bilibino,RU,68.06,166.44,40.7,99,84,3.29,02:33:40 Jul/31/2019 (Wed)
443,Mosquera,CO,4.71,-74.23,53.6,20,76,4.7,02:33:40 Jul/31/2019 (Wed)
444,Nam Som,TH,17.77,102.19,89.6,75,74,4.7,02:33:40 Jul/31/2019 (Wed)
445,Galveston,US,40.58,-86.19,68,1,82,4.7,02:29:58 Jul/31/2019 (Wed)
446,Ende,ID,-8.84,121.65,76.7,1,75,7.27,02:30:22 Jul/31/2019 (Wed)
447,Lorengau,PG,-2.02,147.27,83,31,77,10.98,02:29:24 Jul/31/2019 (Wed)
448,Sherbrooke,CA,45.4,-71.89,66.99,1,100,3.36,02:28:51 Jul/31/2019 (Wed)
449,Mattru,SL,7.62,-11.83,73.1,100,98,2.8,02:33:40 Jul/31/2019 (Wed)
450,Khorramshahr,IR,30.43,48.18,105.8,0,23,13.87,02:33:41 Jul/31/2019 (Wed)
451,Koslan,RU,63.46,48.9,56,84,64,3.33,02:33:41 Jul/31/2019 (Wed)
452,Clyde River,CA,70.47,-68.59,46.4,90,93,3.36,02:29:43 Jul/31/2019 (Wed)
453,Port Augusta,AU,-32.49,137.76,57.2,75,54,9.17,02:33:41 Jul/31/2019 (Wed)
454,Troitsko-Pechorsk,RU,62.71,56.19,60.32,0,49,3.85,02:33:41 Jul/31/2019 (Wed)
455,Kilindoni,TZ,-7.91,39.67,77.06,100,79,14.38,02:30:11 Jul/31/2019 (Wed)
456,Liverpool,GB,53.41,-2.98,62.6,75,93,19.46,02:29:59 Jul/31/2019 (Wed)
457,Bowen,AU,-20.01,148.25,73.99,0,60,13.87,02:33:41 Jul/31/2019 (Wed)
458,Ilhabela,BR,-23.78,-45.36,71.84,19,75,4.52,02:30:22 Jul/31/2019 (Wed)
459,Matagami,NG,9.67,8.4,68.96,73,97,1.92,02:33:42 Jul/31/2019 (Wed)
460,Keita,NG,7.1,3.65,75.2,40,94,5.82,02:33:42 Jul/31/2019 (Wed)
461,Kindu,CD,-2.95,25.92,75.98,30,53,2.46,02:33:42 Jul/31/2019 (Wed)
462,Mbini,GQ,1.58,9.62,75.2,40,94,4.7,02:33:42 Jul/31/2019 (Wed)
463,Guarapari,BR,-20.67,-40.5,68,0,88,4.7,02:33:42 Jul/31/2019 (Wed)
464,Caravelas,BR,-17.73,-39.27,67.34,5,89,4.27,02:29:08 Jul/31/2019 (Wed)
465,Honiara,SB,-9.43,159.96,86,75,70,11.41,02:29:36 Jul/31/2019 (Wed)
466,Komsomolskiy,RU,67.55,63.78,65.54,68,73,17.69,02:30:20 Jul/31/2019 (Wed)
467,Saint-Joseph,FR,43.56,6.97,75,75,83,3.36,02:29:51 Jul/31/2019 (Wed)
468,Aksu,KZ,52.04,76.93,89.6,0,29,11.18,02:33:43 Jul/31/2019 (Wed)
469,Mantua,IT,45.16,10.79,80.01,40,78,3.36,02:33:43 Jul/31/2019 (Wed)
470,Tura,RU,64.27,100.22,66.26,3,44,6.62,02:33:43 Jul/31/2019 (Wed)
471,Tagusao,PH,9.19,117.81,84.44,56,72,17.76,02:33:43 Jul/31/2019 (Wed)
472,Waggaman,US,29.92,-90.21,75.2,90,88,4.7,02:33:43 Jul/31/2019 (Wed)
473,Cunha,BR,-23.08,-44.96,53.12,9,91,1.23,02:33:43 Jul/31/2019 (Wed)
474,Ngunguru,NZ,-35.62,174.5,44.01,82,90,5.01,02:33:44 Jul/31/2019 (Wed)
475,Hami,CN,42.84,93.51,94.88,86,8,6.62,02:29:22 Jul/31/2019 (Wed)
476,Kaminskiy,RU,57.16,41.47,46.1,100,96,4.23,02:33:44 Jul/31/2019 (Wed)
477,Kamariotissa,GR,40.48,25.47,82.4,0,69,3.36,02:33:44 Jul/31/2019 (Wed)
478,Houston,US,29.76,-95.37,79,1,100,4.61,02:32:26 Jul/31/2019 (Wed)
479,Cherskiy,RU,68.75,161.3,42.86,100,79,6.78,02:29:40 Jul/31/2019 (Wed)
480,Orange Cove,US,36.62,-119.31,82.4,0,38,9.17,02:33:44 Jul/31/2019 (Wed)
481,Nantucket,US,41.28,-70.1,75.99,1,88,6.93,02:33:06 Jul/31/2019 (Wed)
482,Ishigaki,JP,24.34,124.16,87.8,40,79,10.29,02:33:45 Jul/31/2019 (Wed)
483,Quimper,FR,48,-4.1,62.01,75,100,7.54,02:33:45 Jul/31/2019 (Wed)
484,Sao Joao da Barra,BR,-21.64,-41.05,62.66,0,88,3.89,02:33:45 Jul/31/2019 (Wed)
485,Sola,TZ,-3.17,33.8,69.5,95,58,5.23,02:33:45 Jul/31/2019 (Wed)
486,Emmett,US,43.87,-116.5,79,0,56,4.47,02:33:45 Jul/31/2019 (Wed)
487,Nanortalik,GL,60.14,-45.24,39.26,2,88,1.72,02:30:23 Jul/31/2019 (Wed)
488,Iranshahr,IR,27.21,60.69,98.6,92,37,6.93,02:33:45 Jul/31/2019 (Wed)
489,Sena Madureira,BR,-9.07,-68.66,68.42,11,62,0.43,02:30:29 Jul/31/2019 (Wed)
490,Basay,PH,9.41,122.64,83,60,77,14.56,02:33:46 Jul/31/2019 (Wed)
491,Olhao,PT,37.03,-7.84,71.6,0,40,8.05,02:33:46 Jul/31/2019 (Wed)
492,Dali,CN,34.79,109.94,95.78,7,27,5.57,02:33:46 Jul/31/2019 (Wed)
493,Belyy Yar,RU,53.6,91.39,77,0,69,8.95,02:33:46 Jul/31/2019 (Wed)
494,Manyana,AU,-35.26,150.51,60.01,20,54,9.17,02:33:46 Jul/31/2019 (Wed)
495,Bealanana,MG,-14.54,48.75,70.04,59,72,8.08,02:33:47 Jul/31/2019 (Wed)
496,Pochutla,MX,15.74,-96.47,78.01,62,82,7.74,02:33:47 Jul/31/2019 (Wed)
497,Te Anau,NZ,-45.41,167.72,38,86,82,5.59,02:33:47 Jul/31/2019 (Wed)
498,Pokrovsk,RU,61.48,129.14,71.84,25,32,3.31,02:33:47 Jul/31/2019 (Wed)
499,Katherine,AU,-14.47,132.26,91.4,0,17,12.75,02:33:47 Jul/31/2019 (Wed)
500,Do Gonbadan,IR,30.36,50.8,100.4,0,7,7.2,02:33:47 Jul/31/2019 (Wed)
501,Ambilobe,MG,-13.19,49.05,81.56,0,63,8.05,02:33:48 Jul/31/2019 (Wed)
502,Nome,US,30.04,-94.42,75.99,1,94,2.39,02:29:32 Jul/31/2019 (Wed)
503,Tutoia,BR,-2.76,-42.27,71.48,97,97,1.95,02:33:48 Jul/31/2019 (Wed)
504,Redcar,GB,54.62,-1.06,62.6,90,93,8.05,02:33:48 Jul/31/2019 (Wed)
505,Innisfail,AU,-17.52,146.03,69.01,41,54,10,02:33:48 Jul/31/2019 (Wed)
506,De-Kastri,RU,51.48,140.77,66.98,97,76,7.09,02:33:48 Jul/31/2019 (Wed)
507,South Lake Tahoe,US,38.93,-119.98,69.8,1,47,5.95,02:30:40 Jul/31/2019 (Wed)
508,Istmina,CO,5.16,-76.69,73.64,100,98,1.3,02:33:49 Jul/31/2019 (Wed)
509,Leningradskiy,RU,69.38,178.42,36.2,86,92,15.61,02:29:37 Jul/31/2019 (Wed)
510,West Bay,CA,49.34,-123.21,68,90,60,3.36,02:33:49 Jul/31/2019 (Wed)
511,Akdepe,TM,42.05,59.39,96.8,0,22,2.24,02:33:49 Jul/31/2019 (Wed)
512,Arman,RU,59.7,150.17,59.6,93,72,5.44,02:29:54 Jul/31/2019 (Wed)
513,Leonidovo,RU,49.28,142.87,60.32,100,90,3.09,02:33:49 Jul/31/2019 (Wed)
514,Canguaretama,BR,-6.38,-35.14,73.4,75,88,5.82,02:33:49 Jul/31/2019 (Wed)
515,Zaragoza,SV,13.59,-89.29,78.8,40,69,5.82,02:33:50 Jul/31/2019 (Wed)
516,Kosonsoy,UZ,41.25,71.55,89.6,47,43,9.17,02:33:50 Jul/31/2019 (Wed)
517,Krasnoarmeysk,RU,56.12,38.15,51.01,90,93,13.42,02:33:50 Jul/31/2019 (Wed)
518,Isla Vista,US,34.41,-119.86,68,1,93,3.36,02:33:50 Jul/31/2019 (Wed)
519,Zhoucheng,CN,31.35,119.33,100.4,0,42,6.71,02:33:50 Jul/31/2019 (Wed)
520,Russell,US,38.9,-98.86,78.8,1,54,17.22,02:33:50 Jul/31/2019 (Wed)
521,Oil City,US,41.43,-79.71,64.99,1,93,2.64,02:33:51 Jul/31/2019 (Wed)
522,Surab,PK,28.49,66.26,81.74,23,50,2.64,02:33:51 Jul/31/2019 (Wed)
523,Santa Rosa,AR,-36.62,-64.29,53.48,100,51,10.2,02:33:51 Jul/31/2019 (Wed)
524,La Ronge,CA,55.1,-105.3,66.2,75,77,4.7,02:30:32 Jul/31/2019 (Wed)
525,Alexandria,RO,43.97,25.33,77.24,0,57,8.16,02:33:51 Jul/31/2019 (Wed)
526,Poso,ID,-1.4,120.75,69.86,58,91,2.89,02:33:51 Jul/31/2019 (Wed)
